path,dataset,clase,split,sesion,camara,evento,duration,width,height,fps,score_prod
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-19-57-22OUTPUT_coord_348__446__0.772__sbzb.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.772
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-19-57-29OUTPUT_coord_426__380__0.6035__gmmf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6035
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-00-33OUTPUT_coord_339__750__0.686__jxox.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.686
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-00-45OUTPUT_coord_1053__469__0.632__giru.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.632
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-02-16OUTPUT_coord_1682__977__0.617__oqzp.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.617
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-03-15OUTPUT_coord_350__819__0.5156__gudf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5156
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-03-33OUTPUT_coord_342__797__0.5083__awdg.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5083
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-05-11OUTPUT_coord_991__450__0.5767__tlem.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5767
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-07-07OUTPUT_coord_216__673__0.5093__ywwx.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5093
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-09-07OUTPUT_coord_332__636__0.5176__sqcj.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5176
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-10-09OUTPUT_coord_339__453__0.788__stfr.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.788
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-10-12OUTPUT_coord_350__435__0.9326__fsgs.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9326
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-10-44OUTPUT_coord_414__371__0.833__ycob.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.833
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-11-16OUTPUT_coord_642__1077__0.958__kqdp.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.958
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-11-58OUTPUT_coord_320__704__0.5347__rgnf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5347
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-13-11OUTPUT_coord_695__832__0.6675__bhrv.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6675
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-15-49OUTPUT_coord_336__591__0.5693__vsit.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5693
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-16-16OUTPUT_coord_338__722__0.933__czcc.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.933
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-16-21OUTPUT_coord_331__795__0.606__czzx.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.606
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-16-24OUTPUT_coord_331__888__0.5845__iixx.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5845
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-21-23OUTPUT_coord_1465__398__0.716__linx.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.716
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-22-33OUTPUT_coord_1462__420__0.9536__wrwh.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9536
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-22-39OUTPUT_coord_592__1072__0.7373__nfgn.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7373
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-25-47OUTPUT_coord_1354__780__0.5166__rotq.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5166
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-25-52OUTPUT_coord_1350__787__0.891__gjsu.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.891
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-25-54OUTPUT_coord_1262__693__0.581__qsty.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.581
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-26-35OUTPUT_coord_1337__697__0.58__cxqk.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.58
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-26-42OUTPUT_coord_1392__470__0.5444__ulht.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5444
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-26-58OUTPUT_coord_1675__956__0.866__rzzk.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.866
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-27-00OUTPUT_coord_1668__976__0.754__imdd.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.754
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-27-06OUTPUT_coord_1108__903__0.5537__admv.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5537
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-27-26OUTPUT_coord_1640__850__0.7925__pjty.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7925
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-27-41OUTPUT_coord_1644__895__0.799__gzld.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.799
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-28-31OUTPUT_coord_387__375__0.5938__fkke.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5938
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-28-34OUTPUT_coord_360__402__0.746__ebiz.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.746
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-28-39OUTPUT_coord_434__372__0.615__fngc.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.615
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-28-42OUTPUT_coord_384__372__0.6294__benw.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6294
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-28-44OUTPUT_coord_376__381__0.9233__afmt.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9233
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-29-57OUTPUT_coord_1454__519__0.515__sxlm.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.515
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-30-28OUTPUT_coord_1375__578__0.5366__qwbm.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5366
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-30-31OUTPUT_coord_1128__902__0.7065__txyo.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7065
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-30-38OUTPUT_coord_843__752__0.561__fuof.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.561
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-31-36OUTPUT_coord_1141__420__0.786__nods.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.786
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-34-54OUTPUT_coord_1010__555__0.9175__nrie.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9175
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-34-57OUTPUT_coord_1001__545__0.6323__siit.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6323
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-35-00OUTPUT_coord_950__540__0.68__lxde.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.68
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-38-11OUTPUT_coord_1231__940__0.87__jhws.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.87
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-38-57OUTPUT_coord_775__746__0.5083__noqo.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5083
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-39-00OUTPUT_coord_798__545__0.5444__wydm.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5444
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-39-02OUTPUT_coord_1212__510__0.9463__ruel.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9463
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-39-13OUTPUT_coord_758__762__0.5996__knde.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5996
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-46-57OUTPUT_coord_310__733__0.574__ttlo.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.574
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-48-48OUTPUT_coord_657__1076__0.815__odrs.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.815
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-49-37OUTPUT_coord_1430__611__0.769__yjrd.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.769
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-50-05OUTPUT_coord_587__939__0.5957__lmlw.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5957
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-50-11OUTPUT_coord_576__952__0.622__rfte.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.622
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-50-26OUTPUT_coord_712__719__0.5034__anuc.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5034
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-50-47OUTPUT_coord_922__460__0.575__rekt.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.575
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-50-50OUTPUT_coord_634__1069__0.53__xhwf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.53
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-51-21OUTPUT_coord_928__493__0.589__mtob.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.589
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-57-12OUTPUT_coord_1032__809__0.532__szcf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.532
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-57-25OUTPUT_coord_1335__721__0.5635__lfoe.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5635
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-57-44OUTPUT_coord_339__645__0.5264__romf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5264
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-20-58-33OUTPUT_coord_380__996__0.5205__wnna.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5205
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-00-58OUTPUT_coord_563__588__0.5547__raam.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5547
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-01-24OUTPUT_coord_906__712__0.506__khmr.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.506
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-01-32OUTPUT_coord_1642__478__0.528__fflj.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.528
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-01-56OUTPUT_coord_338__900__0.594__evlt.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.594
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-02-04OUTPUT_coord_1192__803__0.6455__wmiq.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6455
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-02-09OUTPUT_coord_973__841__0.5693__dkzz.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5693
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-08-10OUTPUT_coord_1344__531__0.5103__gbso.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5103
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-08-13OUTPUT_coord_1446__624__0.59__trig.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.59
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-08-29OUTPUT_coord_563__1078__0.6455__eefm.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6455
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-09-58OUTPUT_coord_405__917__0.5337__xeku.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5337
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-10-30OUTPUT_coord_1253__642__0.82__ivmt.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.82
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-10-36OUTPUT_coord_896__738__0.8696__eles.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.8696
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-10-41OUTPUT_coord_867__734__0.985__pwjl.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.985
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-10-55OUTPUT_coord_948__619__0.81__jchm.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.81
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-11-08OUTPUT_coord_985__608__0.833__bney.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.833
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-12-59OUTPUT_coord_655__1028__0.9126__rfjn.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9126
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-02OUTPUT_coord_826__713__0.726__qosp.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.726
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-04OUTPUT_coord_828__681__0.913__ytli.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.913
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-10OUTPUT_coord_909__661__0.5156__duvc.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5156
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-12OUTPUT_coord_953__615__0.9277__qfug.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9277
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-15OUTPUT_coord_951__615__0.64__upyu.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.64
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-20OUTPUT_coord_924__599__0.7466__mmij.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7466
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-23OUTPUT_coord_927__601__0.7285__mscf.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7285
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-26OUTPUT_coord_936__602__0.683__rurb.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.683
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-39OUTPUT_coord_574__1078__0.9395__fhfs.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.9395
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-13-58OUTPUT_coord_292__919__0.644__barc.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.644
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-15-04OUTPUT_coord_1048__859__0.5977__nhrm.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5977
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-18-44OUTPUT_coord_568__589__0.531__dwib.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.531
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-22-28OUTPUT_coord_1215__954__0.515__pxhw.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.515
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-22-31OUTPUT_coord_1691__1061__0.6875__yxmp.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6875
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-23-19OUTPUT_coord_524__926__0.7603__ebda.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7603
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-23-22OUTPUT_coord_520__1072__0.612__snrl.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.612
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-24-16OUTPUT_coord_1708__885__0.547__mtfa.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.547
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-24-19OUTPUT_coord_1650__951__0.7593__rrao.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7593
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-24-43OUTPUT_coord_1616__749__0.733__twwl.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.733
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-24-49OUTPUT_coord_1711__997__0.6123__myhj.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6123
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-24-51OUTPUT_coord_1717__926__0.755__vygl.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.755
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-25-16OUTPUT_coord_332__737__0.5537__rmtt.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5537
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-25-29OUTPUT_coord_1717__1020__0.7256__nvix.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7256
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-25-40OUTPUT_coord_996__623__0.7275__sycr.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.7275
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-21OUTPUT_coord_1150__889__0.791__bfzu.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.791
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-26OUTPUT_coord_455__893__0.515__hnuh.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.515
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-29OUTPUT_coord_1310__847__0.544__ftwq.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.544
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-37OUTPUT_coord_336__456__0.881__sbqv.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.881
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-40OUTPUT_coord_335__453__0.6753__lzje.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6753
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-43OUTPUT_coord_337__451__0.511__vjvu.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.511
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-26-56OUTPUT_coord_340__453__0.6772__sfdq.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.6772
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-27-02OUTPUT_coord_338__444__0.5327__yrod.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5327
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-27-07OUTPUT_coord_331__444__0.743__lxlb.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.743
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-27-26OUTPUT_coord_331__596__0.5747__tmkw.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.5747
/home/tomis/SBT/DATASETS/manipulaciones_tiendas/manipulaciones_tiendas/accion___14___12-21-21-27-37OUTPUT_coord_332__591__0.907__lvmx.mp4,manipulaciones_tiendas,normal,train,,,,5.82,1920,1080,11.0,0.907
