npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
"L00__ainhoa__accion___0___OCT01_primera_t3_1361__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Objeto-pantalon.-Categoria-textil.-Robo-bolsi__cff92fb2.npy",0,train,1.026,543,252,895,604,25,ainhoa,"accion___0___OCT01_primera_t3_1361__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Objeto-pantalon.-Categoria-textil.-Robo-bolsillo..mp4"
L04__ainhoa__accion___4___obvio_OCT01_primera_t1_548__-Corte-guardo.__metadata-informacion-Zona-centro-1-Objeto-camiseta-Categoria-textil-Robo-bolsill__101a857f.npy,4,train,1.06,868,149,1091,372,25,ainhoa,accion___4___obvio_OCT01_primera_t1_548__-Corte-guardo.__metadata-informacion-Zona-centro-1-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
"L01__dia__accion___1___MIGUEL1testcamara_2_364__Corte,-agarro_JOSESEC1.npy",1,train,1.033,1046,282,1174,410,25,dia,"accion___1___MIGUEL1testcamara_2_364__Corte,-agarro_JOSESEC1.mp4"
"L01__dia__accion___1___JUAN15ABRILtestcamara_3_162__Corte,-tomar._JUAN5.npy",1,train,1.004,440,199,932,691,25,dia,"accion___1___JUAN15ABRILtestcamara_3_162__Corte,-tomar._JUAN5.mp4"
L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_2_230__-corte-y-termino..npy,48,val,1.057,962,223,1298,559,25,todo_showroom,accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_2_230__-corte-y-termino..mp4
L35__ainhoa__accion___35___bolsot3_56__-corte-agarro.npy,35,train,1.015,829,102,1148,421,25,ainhoa,accion___35___bolsot3_56__-corte-agarro.mp4
"L10__ainhoa__accion___10___OCT10_bolsost1_487__-corte,-sostengo.__metadata-informacion.-Zona-norte-1.-Robo-bolso..npy",10,train,1.016,940,262,1214,536,25,ainhoa,"accion___10___OCT10_bolsost1_487__-corte,-sostengo.__metadata-informacion.-Zona-norte-1.-Robo-bolso..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_2_192__Corte-carrito_AINHOA4.npy,2,train,1.014,944,187,1169,412,25,dia,accion___2___JUAN15ABRILtestcamara_2_192__Corte-carrito_AINHOA4.mp4
L48__dia__accion___7___JUAN15ABRILtestcamara_2_0__Corte-hurgar_AINHOA6.npy,48,train,1.049,1060,180,1254,374,25,dia,accion___7___JUAN15ABRILtestcamara_2_0__Corte-hurgar_AINHOA6.mp4
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_2_274__Corte-guardo._JOSESEC2.npy,4,train,1.062,713,194,1036,517,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_2_274__Corte-guardo._JOSESEC2.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_1_106__Corte-carrito._JUAN11.npy,2,train,1.072,730,73,960,303,25,dia,accion___2___JUAN15ABRILtestcamara_1_106__Corte-carrito._JUAN11.mp4
"L11__ainhoa__accion___11___OCT10_bolsost1_207__-Corte,-agarro.__metadata-informacion..npy",11,train,1.053,878,117,1070,309,25,ainhoa,"accion___11___OCT10_bolsost1_207__-Corte,-agarro.__metadata-informacion..mp4"
"L02__ainhoa__accion___2___SEP30_t1_519__-Corte,-dejo.__metadata-informacion-Zona-sur-4-Objeto-corbata-Categoria-textil-Probo-abriego.npy",2,train,1.097,617,111,827,321,25,ainhoa,"accion___2___SEP30_t1_519__-Corte,-dejo.__metadata-informacion-Zona-sur-4-Objeto-corbata-Categoria-textil-Probo-abriego.mp4"
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_3_176__Corte-guardar_AINHOA1.npy,4,val,1.065,1055,288,1421,654,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_3_176__Corte-guardar_AINHOA1.mp4
"L10__ainhoa__accion___10___OCT04_primera_t2_77__-Corte,-sostengo.__metadata-informacion.-Zona-norte-4.-Robo-abrigo..npy",10,train,1.009,670,220,911,461,25,ainhoa,"accion___10___OCT04_primera_t2_77__-Corte,-sostengo.__metadata-informacion.-Zona-norte-4.-Robo-abrigo..mp4"
L11__ainhoa__accion___11___OCT10_abrigost2_103__-Corte-Inicio-Corte-Agarro__metadata-informacion.-Zona-centro-2.-Robo-abrigo..npy,11,train,1.068,732,167,963,398,25,ainhoa,accion___11___OCT10_abrigost2_103__-Corte-Inicio-Corte-Agarro__metadata-informacion.-Zona-centro-2.-Robo-abrigo..mp4
"L02__dia__accion___2___MIGUEL1testcamara_2_259__Corte,-carrito_MIGUEL2.npy",2,train,1.026,719,156,984,421,25,dia,"accion___2___MIGUEL1testcamara_2_259__Corte,-carrito_MIGUEL2.mp4"
"L40__ainhoa__accion___40___corrert4_29__-Corte,-correr.-Corte,-correr..npy",40,train,1.045,513,447,1057,991,25,ainhoa,"accion___40___corrert4_29__-Corte,-correr.-Corte,-correr..mp4"
L25__ainhoa__accion___25___saltar1t3_35__-Corte-saltar.npy,25,train,1.063,653,67,1168,582,25,ainhoa,accion___25___saltar1t3_35__-Corte-saltar.mp4
L29__ainhoa__accion___29___sentarset2_0__-Corte-e-inicio..npy,29,train,1.052,825,189,1072,436,25,ainhoa,accion___29___sentarset2_0__-Corte-e-inicio..mp4
L10__ainhoa__accion___10___OCT04_primera_t1_837__-Corte-Sostengo__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy,10,train,1.073,912,192,1165,445,25,ainhoa,accion___10___OCT04_primera_t1_837__-Corte-Sostengo__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4
"L03__ainhoa__accion___3___OCT01_primera_t4_921__-Corte,-saco.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",3,train,1.028,237,382,595,740,25,ainhoa,"accion___3___OCT01_primera_t4_921__-Corte,-saco.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
"L12__ainhoa__accion___12___OCT04_primera_t4_1372__-Corte,-dejo.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy",12,train,1.096,767,120,1019,372,25,ainhoa,"accion___12___OCT04_primera_t4_1372__-Corte,-dejo.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4"
L00__dia__accion___0___JUAN15ABRILtestcamara_4_27__Corte-leer._JUAN11.npy,0,train,1.089,659,156,1050,547,25,dia,accion___0___JUAN15ABRILtestcamara_4_27__Corte-leer._JUAN11.mp4
L11__dia__accion___11___MIGUEL1testcamara_3_346__Corte-agarrar_MIGUEL3.npy,11,train,1.084,439,194,850,605,25,dia,accion___11___MIGUEL1testcamara_3_346__Corte-agarrar_MIGUEL3.mp4
"L48__ainhoa__accion___4___no_obvio_SEP30_t3_1113__-Corte,-guardo.__metadata-informacion.-Zona-norte-2.-Objeto-camisa.-Categoria-textil.-Drogo-bolso..npy",48,train,1.002,570,177,858,465,25,ainhoa,"accion___4___no_obvio_SEP30_t3_1113__-Corte,-guardo.__metadata-informacion.-Zona-norte-2.-Objeto-camisa.-Categoria-textil.-Drogo-bolso..mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_2_154__Corte,-carrito._JUAN13.npy",2,train,1.017,689,200,1313,824,25,dia,"accion___2___JUAN15ABRILtestcamara_2_154__Corte,-carrito._JUAN13.mp4"
"L47__dia__accion___42___MIGUEL1testcamara_3_233__Corte,-caminar._MIGUEL2.npy",47,train,1.016,554,121,1254,821,25,dia,"accion___42___MIGUEL1testcamara_3_233__Corte,-caminar._MIGUEL2.mp4"
"L12__dia__accion___12___MIGUEL1testcamara_2_357__corte-carrito,_MIGUEL3.npy",12,train,1.093,829,202,1160,533,25,dia,"accion___12___MIGUEL1testcamara_2_357__corte-carrito,_MIGUEL3.mp4"
"L47__dia__accion___42___MIGUEL1testcamara_1_390__Corte,-caminar_MIGUEL5.npy",47,train,1.061,748,73,1008,333,25,dia,"accion___42___MIGUEL1testcamara_1_390__Corte,-caminar_MIGUEL5.mp4"
L47__dia__accion___42___MIGUEL1testcamara_3_365__Corte-camino_JOSESEC3.npy,47,train,1.023,717,203,1228,714,25,dia,accion___42___MIGUEL1testcamara_3_365__Corte-camino_JOSESEC3.mp4
L13__dia__accion___13___MIGUEL1testcamara_1_27__Corte-sacar_JOSESEC3.npy,13,train,1.076,666,95,904,333,25,dia,accion___13___MIGUEL1testcamara_1_27__Corte-sacar_JOSESEC3.mp4
L14__ainhoa__accion___14___OCT04_primera_t2_1120__-Corte-guardi...__metadata-informacion.-Zona-sur-1.-Robo-abrigo..npy,14,train,1.095,841,128,1014,301,25,ainhoa,accion___14___OCT04_primera_t2_1120__-Corte-guardi...__metadata-informacion.-Zona-sur-1.-Robo-abrigo..mp4
"L41__ainhoa__accion___41___gafast2_26__-Corte,-poner..npy",41,train,1.033,836,171,1053,388,25,ainhoa,"accion___41___gafast2_26__-Corte,-poner..mp4"
"L04__ainhoa__accion___4___obvio_OCT01_primera_t2_935__-Corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.npy",4,train,1.064,1008,169,1205,366,25,ainhoa,"accion___4___obvio_OCT01_primera_t2_935__-Corte,-guardo.__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.mp4"
"L12__ainhoa__accion___12___OCT09_t1_302__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Robo-bolso..npy",12,train,1.01,644,99,812,267,25,ainhoa,"accion___12___OCT09_t1_302__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Robo-bolso..mp4"
"L36__ainhoa__accion___36___botellat2_56__-Corte,-abrir..npy",36,train,1.022,882,221,1192,531,25,ainhoa,"accion___36___botellat2_56__-Corte,-abrir..mp4"
"L11__ainhoa__accion___11___OCT03_primera_t3_621__-Corte,-agarro.__metadata-informacion..npy",11,train,1.035,495,156,792,453,25,ainhoa,"accion___11___OCT03_primera_t3_621__-Corte,-agarro.__metadata-informacion..mp4"
L47__dia__accion___42___MIGUEL1testcamara_1_233__Corte-camino_JOSESEC2.npy,47,train,1.052,650,110,984,444,25,dia,accion___42___MIGUEL1testcamara_1_233__Corte-camino_JOSESEC2.mp4
"L11__dia__accion___24___JUAN15ABRILtestcamara_3_23__Corte,-bajar-mano._JUAN8.npy",11,train,1.066,387,222,880,715,25,dia,"accion___24___JUAN15ABRILtestcamara_3_23__Corte,-bajar-mano._JUAN8.mp4"
"L10__ainhoa__accion___10___OCT10_bolsillost4_70__-Corte,-soste....npy",10,train,1.058,750,164,1033,447,25,ainhoa,"accion___10___OCT10_bolsillost4_70__-Corte,-soste....mp4"
L01__dia__accion___1___MIGUEL1testcamara_4_84__corte-tomar_ainhoa6.npy,1,val,1.007,675,291,957,573,25,dia,accion___1___MIGUEL1testcamara_4_84__corte-tomar_ainhoa6.mp4
"L02__ainhoa__accion___2___OCT01_primera_t3_1378__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..npy",2,train,1.063,471,235,845,609,25,ainhoa,"accion___2___OCT01_primera_t3_1378__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..mp4"
L31__ainhoa__accion___31___zapatot4_0__-Corte-e-inicio..npy,31,train,1.087,442,223,787,568,25,ainhoa,accion___31___zapatot4_0__-Corte-e-inicio..mp4
L03__ainhoa__accion___3___SEP26_primera_t2_770__-Corte-saco.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolso.npy,3,val,1.028,912,221,1185,494,25,ainhoa,accion___3___SEP26_primera_t2_770__-Corte-saco.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4
"L00__ainhoa__accion___0___OCT01_primera_t2_856__-Corte,-sostengo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",0,train,1.057,687,203,942,458,25,ainhoa,"accion___0___OCT01_primera_t2_856__-Corte,-sostengo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L48__doblar_sobreponer__02-13-21-44-27 camara 2 - 27-517.npy,48,val,1.08,481,220,934,673,8,doblar_sobreponer,02-13-21-44-27 camara 2 - 27-517.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_146__-Corte,-termino..npy",4,val,1.069,372,246,867,741,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_146__-Corte,-termino..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_241__-corto-termino-corto.npy,4,train,1.01,956,181,1265,490,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_241__-corto-termino-corto.mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_1_200__Korte-agarrar_AINHOA3.npy,1,train,1.027,804,155,973,324,25,dia,accion___1___JUAN15ABRILtestcamara_1_200__Korte-agarrar_AINHOA3.mp4
"L10__ainhoa__accion___10___OCT10_bolsost1_259__-Corte,-sostengo.__metadata-informacion..npy",10,val,1.016,856,122,1039,305,25,ainhoa,"accion___10___OCT10_bolsost1_259__-Corte,-sostengo.__metadata-informacion..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_1_211__-Corto.-Termino..npy,4,train,1.004,849,88,1062,301,25,todo_showroom,accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_1_211__-Corto.-Termino..mp4
"L01__dia__accion___1___JUAN15ABRILtestcamara_2_120__Corte,-tomar._JUAN2.npy",1,train,1.028,500,281,993,774,25,dia,"accion___1___JUAN15ABRILtestcamara_2_120__Corte,-tomar._JUAN2.mp4"
L03__dia__accion___3___JUAN15ABRILtestcamara_3_202__Corte-saco._JUAN12.npy,3,train,1.076,724,41,1135,452,25,dia,accion___3___JUAN15ABRILtestcamara_3_202__Corte-saco._JUAN12.mp4
L48__dia__accion___7___JUAN15ABRILtestcamara_3_100__Corte-hurgar._JUAN5.npy,48,train,1.078,975,118,1499,642,25,dia,accion___7___JUAN15ABRILtestcamara_3_100__Corte-hurgar._JUAN5.mp4
"L01__dia__accion___6___MIGUEL1testcamara_4_299__Corte,-agarro_JOSESEC1.npy",1,train,1.016,651,185,1131,665,25,dia,"accion___6___MIGUEL1testcamara_4_299__Corte,-agarro_JOSESEC1.mp4"
L14__ainhoa__accion___14___OCT10_abrigost1_429__-Corte-guardo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy,14,train,1.008,920,201,1158,439,25,ainhoa,accion___14___OCT10_abrigost1_429__-Corte-guardo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4
L03__dia__accion___3___JUAN15ABRILtestcamara_2_25__Corte-sacar_AINHOA3.npy,3,val,1.063,1029,176,1231,378,25,dia,accion___3___JUAN15ABRILtestcamara_2_25__Corte-sacar_AINHOA3.mp4
"L30__ainhoa__accion___30___zapatot3_51__-Corte,-poner..npy",30,train,1.071,752,140,1069,457,25,ainhoa,"accion___30___zapatot3_51__-Corte,-poner..mp4"
"L02__ainhoa__accion___2___SEP26_primera_t2_808__-Corte,-dejo.__metadata-informacion-Zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.npy",2,train,1.057,993,196,1232,435,25,ainhoa,"accion___2___SEP26_primera_t2_808__-Corte,-dejo.__metadata-informacion-Zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4"
"L01__ainhoa__accion___1___SEP26_primera_t1_174__-Corte,-agarro.__metadata-informacion-Zona-norte-2-Objeto-Camisa-Categoria-textil-Robo-abrigo.npy",1,train,1.061,959,238,1267,546,25,ainhoa,"accion___1___SEP26_primera_t1_174__-Corte,-agarro.__metadata-informacion-Zona-norte-2-Objeto-Camisa-Categoria-textil-Robo-abrigo.mp4"
"L47__dia__accion___42___MIGUEL1testcamara_2_428__Corte,-caminar_MIGUEL3.npy",47,train,1.067,778,130,1088,440,25,dia,"accion___42___MIGUEL1testcamara_2_428__Corte,-caminar_MIGUEL3.mp4"
"L12__ainhoa__accion___12___OCT04_primera_t3_987__-Corte,-dejo.__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..npy",12,val,1.004,463,449,877,863,25,ainhoa,"accion___12___OCT04_primera_t3_987__-Corte,-dejo.__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..mp4"
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_1_90__Corte-guardar_AINHOA1.npy,4,train,1.086,773,151,948,326,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_1_90__Corte-guardar_AINHOA1.mp4
L13__ainhoa__accion___13___OCT04_primera_t2_1036__-Corte-Saco__metadata-informacion.-Zona-Sur-2.-Robo-abrigo..npy,13,val,1.077,539,65,1159,685,25,ainhoa,accion___13___OCT04_primera_t2_1036__-Corte-Saco__metadata-informacion.-Zona-Sur-2.-Robo-abrigo..mp4
"L01__dia__accion___1___JUAN15ABRILtestcamara_3_251__Corte,-tomar._JUAN10.npy",1,train,1.044,560,207,1055,702,25,dia,"accion___1___JUAN15ABRILtestcamara_3_251__Corte,-tomar._JUAN10.mp4"
L13__ainhoa__accion___13___OCT09_t2_100__-Orte-Saco__metadata-informacion.-Zona-Sur-1.-Robo-bolso..npy,13,train,1.082,658,211,912,465,25,ainhoa,accion___13___OCT09_t2_100__-Orte-Saco__metadata-informacion.-Zona-Sur-1.-Robo-bolso..mp4
L11__ainhoa__accion___11___OCT10_abrigost1_76__--Corte-agarro-__metadata-informacion-Zona-norte-4-Robo-abrigo.npy,11,train,1.047,574,181,849,456,25,ainhoa,accion___11___OCT10_abrigost1_76__--Corte-agarro-__metadata-informacion-Zona-norte-4-Robo-abrigo.mp4
L47__dia__accion___42___MIGUEL1testcamara_4_392__corte-caminar_MIGUEL3.npy,47,val,1.052,263,123,1022,882,25,dia,accion___42___MIGUEL1testcamara_4_392__corte-caminar_MIGUEL3.mp4
"L10__ainhoa__accion___10___OCT04_primera_t2_535__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..npy",10,train,1.088,975,198,1206,429,25,ainhoa,"accion___10___OCT04_primera_t2_535__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..mp4"
"L01__ainhoa__accion___1___OCT01_primera_t2_353__-Corte,-agarro.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-bolsillo.npy",1,train,1.008,933,265,1282,614,25,ainhoa,"accion___1___OCT01_primera_t2_353__-Corte,-agarro.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-bolsillo.mp4"
"L48__dia__accion___7___JUAN15ABRILtestcamara_1_57__Corte,-hurgar._JUAN5.npy",48,train,1.046,757,146,1067,456,25,dia,"accion___7___JUAN15ABRILtestcamara_1_57__Corte,-hurgar._JUAN5.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_181__-corto.npy,4,val,1.08,458,173,939,654,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_181__-corto.mp4
L13__ainhoa__accion___13___OCT04_primera_t3_47__-Corte-saco.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy,13,train,1.029,832,79,1079,326,25,ainhoa,accion___13___OCT04_primera_t3_47__-Corte-saco.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4
L13__ainhoa__accion___13___OCT09_t2_92__-Corte-Saco__metadata-informacion.-Zona-norte-2.-Robo-bolso..npy,13,train,1.093,657,209,924,476,25,ainhoa,accion___13___OCT09_t2_92__-Corte-Saco__metadata-informacion.-Zona-norte-2.-Robo-bolso..mp4
"L48__dia__accion___7___MIGUEL1testcamara_3_191__Corte,-urgo_JOSESEC2.npy",48,train,1.049,658,102,950,394,25,dia,"accion___7___MIGUEL1testcamara_3_191__Corte,-urgo_JOSESEC2.mp4"
L11__dia__accion___24___JUAN15ABRILtestcamara_2_109__Corte-bajar-mano_AINHOA5.npy,11,train,1.068,708,124,948,364,25,dia,accion___24___JUAN15ABRILtestcamara_2_109__Corte-bajar-mano_AINHOA5.mp4
L10__ainhoa__accion___10___OCT04_primera_t4_908__-Corte-sostenido.__metadata-informacion.-Sola-Centro-1.-Robo-abrigo..npy,10,train,1.007,340,273,634,567,25,ainhoa,accion___10___OCT04_primera_t4_908__-Corte-sostenido.__metadata-informacion.-Sola-Centro-1.-Robo-abrigo..mp4
"L03__dia__accion___3___MIGUEL1testcamara_4_117__Corte,-sacar_MIGUEL2.npy",3,train,1.098,538,171,945,578,25,dia,"accion___3___MIGUEL1testcamara_4_117__Corte,-sacar_MIGUEL2.mp4"
"L12__ainhoa__accion___12___OCT09_t2_468__-Corte,-dejo.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..npy",12,train,1.014,1032,209,1247,424,25,ainhoa,"accion___12___OCT09_t2_468__-Corte,-dejo.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_1_154__Corte-dejar-carrito._AINHOA3.npy,2,train,1.006,822,151,1001,330,25,dia,accion___2___JUAN15ABRILtestcamara_1_154__Corte-dejar-carrito._AINHOA3.mp4
"L13__dia__accion___13___MIGUEL1testcamara_1_312__corte-sacar,_MIGUEL4.npy",13,train,1.014,870,209,1217,556,25,dia,"accion___13___MIGUEL1testcamara_1_312__corte-sacar,_MIGUEL4.mp4"
L40__ainhoa__accion___40___corrert4_150__-corte.npy,40,train,1.008,262,497,692,927,25,ainhoa,accion___40___corrert4_150__-corte.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_334__-Mauricio-Corre.npy,4,train,1.058,830,90,1042,302,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_334__-Mauricio-Corre.mp4
L11__dia__accion___24___JUAN15ABRILtestcamara_1_183__Corte-bajar-mano._AINHOA4.npy,11,train,1.054,901,117,1106,322,25,dia,accion___24___JUAN15ABRILtestcamara_1_183__Corte-bajar-mano._AINHOA4.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_4_44__Corte-carrito._JUAN8.npy,2,val,1.028,120,301,627,808,25,dia,accion___2___JUAN15ABRILtestcamara_4_44__Corte-carrito._JUAN8.mp4
L12__dia__accion___12___MIGUEL1testcamara_3_142__Corte-dejar_MIGUEL4.npy,12,train,1.09,365,242,844,721,25,dia,accion___12___MIGUEL1testcamara_3_142__Corte-dejar_MIGUEL4.mp4
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_290__-Corte,-termino..npy",48,val,1.07,858,97,1273,512,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_290__-Corte,-termino..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_18__-Corto.npy,4,train,1.077,1004,143,1239,378,25,todo_showroom,accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_18__-Corto.mp4
"L48__ainhoa__accion___4___no_obvio_tercera-tirada-14.4_18__-Corteo,-guardo..npy",48,train,1.038,656,13,930,287,25,ainhoa,"accion___4___no_obvio_tercera-tirada-14.4_18__-Corteo,-guardo..mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_386__-Corte,-termino..npy",4,train,1.094,1099,266,1641,808,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_386__-Corte,-termino..mp4"
"L03__dia__accion___3___MIGUEL1testcamara_4_403__Corte,-saco_JOSESEC2.npy",3,train,1.007,300,252,698,650,25,dia,"accion___3___MIGUEL1testcamara_4_403__Corte,-saco_JOSESEC2.mp4"
L48__dia__accion___7___MIGUEL1testcamara_2_132__Corte-hurgar_JOSESEC3.npy,48,train,1.076,858,213,1180,535,25,dia,accion___7___MIGUEL1testcamara_2_132__Corte-hurgar_JOSESEC3.mp4
L47__dia__accion___42___MIGUEL1testcamara_3_447__corte-caminar_MIGUEL3.npy,47,train,1.022,704,79,1257,632,25,dia,accion___42___MIGUEL1testcamara_3_447__corte-caminar_MIGUEL3.mp4
"L01__dia__accion___1___MIGUEL1testcamara_1_124__Corte,-agarrar_MIGUEL2.npy",1,val,1.066,656,112,913,369,25,dia,"accion___1___MIGUEL1testcamara_1_124__Corte,-agarrar_MIGUEL2.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_248__-gordo-termina..npy,4,train,1.033,184,207,694,717,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_248__-gordo-termina..mp4
"L14__ainhoa__accion___14___OCT10_bolsost2_366__-Corte,-guardo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..npy",14,val,1.066,943,245,1209,511,25,ainhoa,"accion___14___OCT10_bolsost2_366__-Corte,-guardo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_2_220__Corte-carrito._JOSE2.npy,2,train,1.023,525,196,1177,848,25,dia,accion___2___JUAN15ABRILtestcamara_2_220__Corte-carrito._JOSE2.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_2_246__Corte-carrito_JOSE2.npy,2,val,1.026,439,228,1084,873,25,dia,accion___2___JUAN15ABRILtestcamara_2_246__Corte-carrito_JOSE2.mp4
L11__ainhoa__accion___11___OCT10_bolsillost2_325__-Corte-Inicio-Corte-Agarro.npy,11,train,1.093,990,197,1221,428,25,ainhoa,accion___11___OCT10_bolsillost2_325__-Corte-Inicio-Corte-Agarro.mp4
"L12__ainhoa__accion___12___OCT09_t2_30__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Robo-bolso..npy",12,train,1.073,553,254,847,548,25,ainhoa,"accion___12___OCT09_t2_30__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Robo-bolso..mp4"
"L02__dia__accion___2___MIGUEL1testcamara_1_470__Corte,-dejo_JOSESEC1.npy",2,train,1.098,898,175,1029,306,25,dia,"accion___2___MIGUEL1testcamara_1_470__Corte,-dejo_JOSESEC1.mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_1_182__Corte-dejar-carrito._JUAN10.npy,2,train,1.088,843,70,1116,343,25,dia,accion___2___JUAN15ABRILtestcamara_1_182__Corte-dejar-carrito._JUAN10.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_2_295__-corto-termino.npy,4,train,1.051,975,164,1256,445,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_2_295__-corto-termino.mp4
